30.25226,POINT(30.25226 -97.74854),-97.74854,South Congress & Academy,2570,active
30.26446,POINT(30.26446 -97.75665),-97.75665,Riverside @ S. Lamar,2575,active
30.27193,POINT(30.27193 -97.73854),-97.73854,11th & San Jacinto,3291,active
30.26753,POINT(30.26753 -97.74805),-97.74805,Republic Square @ Federal Courthouse Plaza,3455,active
30.26889,POINT(30.26889 -97.74525),-97.74525,Lavaca & 6th,1007,active
30.25895,POINT(30.25895 -97.71475),-97.71475,East 6th & Pedernales St.,2544,active
30.26032,POINT(30.26032 -97.71899),-97.71899,East 6th at Robert Martinez,2822,active
30.25987,POINT(30.25987 -97.72373),-97.72373,East 4th & Chicon,3292,active
30.25542,POINT(30.25542 -97.71665),-97.71665,East 2nd & Pedernales,3293,active
30.27186,POINT(30.27186 -97.73997),-97.73997,OFFICE/Main/Shop/Repair,1001,active
30.25971,POINT(30.25971 -97.75346),-97.75346,Palmer Auditorium,2567,active
30.26455,POINT(30.26455 -97.73165),-97.73165,Medina & East 6th,3660,active
30.26483,POINT(30.26483 -97.739),-97.739,Convention Center / 4th St. @ MetroRail,2498,active
30.26426,POINT(30.26426 -97.74023),-97.74023,Convention Center / 3rd & Trinity,2539,active
30.26019,POINT(30.26019 -97.73845),-97.73845,Davis at Rainey Street,2563,active
30.26896,POINT(30.26896 -97.72843),-97.72843,East 11th St. at Victory Grill,2568,active
30.26968,POINT(30.26968 -97.73074),-97.73074,East 11th St. & San Marcos,2569,active
30.2587,POINT(30.2587 -97.74872),-97.74872,Barton Springs & Riverside,2502,active
30.27624,POINT(30.27624 -97.74831),-97.74831,ACC - West & 12th Street,2546,closed
30.262,POINT(30.262 -97.76118),-97.76118,Barton Springs @ Kinney Ave,2711,active
30.26383,POINT(30.26383 -97.72864),-97.72864,6th & Navasota St.,1002,closed
30.27106,POINT(30.27106 -97.74563),-97.74563,8th & Guadalupe,1003,closed
30.26587,POINT(30.26587 -97.76826),-97.76826,Zilker Park West,1006,ACL only
30.2698,POINT(30.2698 -97.74186),-97.74186,8th & Congress,2496,active
30.2726,POINT(30.2726 -97.74127),-97.74127,Capitol Station / Congress & 11th,2497,active
30.26476,POINT(30.26476 -97.74678),-97.74678,City Hall / Lavaca & 2nd,2499,active
30.25941,POINT(30.25941 -97.74971),-97.74971,Long Center @ South 1st & Riverside,2549,active
30.28118,POINT(30.28118 -97.75219),-97.75219,Pease Park,3464,active
30.28039,POINT(30.28039 -97.73809),-97.73809,Bullock Museum @ Congress & MLK,2538,active
30.27974,POINT(30.27974 -97.74254),-97.74254,17th & Guadalupe,2540,active
30.28395,POINT(30.28395 -97.74198),-97.74198,Guadalupe & 21st,2547,moved
30.2563,POINT(30.2563 -97.71007),-97.71007,Capital Metro HQ - East 5th at Broadway,2823,active
30.26025,POINT(30.26025 -97.71002),-97.71002,East 7th & Pleasant Valley,3381,closed
30.26754,POINT(30.26754 -97.74154),-97.74154,Brazos & 6th,3390,active
30.26822,POINT(30.26822 -97.74285),-97.74285,6th & Congress,3619,active
30.27616,POINT(30.27616 -97.74488),-97.74488,13th & San Antonio,3635,active
30.25457,POINT(30.25457 -97.74258),-97.74258,Boardwalk West,3687,active
30.26408,POINT(30.26408 -97.74355),-97.74355,2nd & Congress,2494,active
30.26634,POINT(30.26634 -97.74378),-97.74378,4th & Congress,2495,active
30.2678,POINT(30.2678 -97.75189),-97.75189,3rd & West,2552,active
30.2696,POINT(30.2696 -97.75332),-97.75332,5th & Bowie,2501,active
30.26416,POINT(30.26416 -97.73289),-97.73289,5th & San Marcos,2564,moved
30.27654,POINT(30.27654 -97.74155),-97.74155,State Capitol @ 14th & Colorado,2541,active
